senator,transaction_date,disclosure_date,ticker,asset_description,asset_type,amount,name_cleaned,first_name,last_name,full_name
Thomas H Tuberville,02/19/2021,07/23/2021,ADBE,"Adobe Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $405.00 <br> <em>Expires:</em> 06/18/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/16/2021,07/23/2021,OXY,"Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/16/2021,07/23/2021,OXY,"Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/16/2021,07/23/2021,OXY,"Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/16/2021,07/23/2021,OXY,"Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/16/2021,07/23/2021,OXY,"Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/16/2021,07/23/2021,OXY,Occidental Petroleum Corporation,Stock,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/11/2021,07/23/2021,ECOM,"ChannelAdvisor Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/10/2021,07/23/2021,ECOM,"ChannelAdvisor Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/10/2021,07/23/2021,ECOM,"ChannelAdvisor Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/10/2021,07/23/2021,ECOM,"ChannelAdvisor Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/10/2021,07/23/2021,ECOM,"ChannelAdvisor Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/10/2021,07/23/2021,ECOM,"ChannelAdvisor Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/10/2021,07/23/2021,ECOM,ChannelAdvisor Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/10/2021,07/23/2021,ECOM,ChannelAdvisor Corporation,Stock,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/10/2021,07/23/2021,ECOM,ChannelAdvisor Corporation,Stock,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/09/2021,07/23/2021,VEEV,"Veeva Systems Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $240.00 <br> <em>Expires:</em> 03/19/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/08/2021,07/23/2021,F,"Ford Motor Company <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $11.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/04/2021,07/23/2021,SSYS,"Stratasys Ltd. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $45.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/04/2021,07/23/2021,SSYS,"Stratasys Ltd. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $45.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/03/2021,07/23/2021,MSFT,"Microsoft Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $185.00 <br> <em>Expires:</em> 04/16/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/03/2021,07/23/2021,BRK-B,Berkshire Hathaway Inc.,Stock,"$50,001 - $100,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,02/02/2021,07/23/2021,CSX,"CSX Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $80.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,WST,"West Pharmaceutical Services, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,WAL,Western Alliance Bancorporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,WAT,Waters Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,VMW,"VMware, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,MMM,3M Company,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,TER,"Teradyne, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,SNA,Snap-on Incorporated,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,SIVB,SVB Financial Group,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,SWKS,"Skyworks Solutions, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,SEIC,SEI Investments Company,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,ROK,"Rockwell Automation, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,REGN,"Regeneron Pharmaceuticals, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,DGX,Quest Diagnostics Incorporated,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,QCOM,QUALCOMM Incorporated,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,PYPL,"PayPal Holdings, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,ODFL,"Old Dominion Freight Line, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,NDSN,Nordson Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,NTES,"NetEase, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,MRK,"Merck &amp; Co., Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,JNJ,Johnson &amp; Johnson,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,INTU,Intuit Inc.,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,IDXX,"IDEXX Laboratories, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,IEX,IDEX Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,IEX,IDEX Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,HON,Honeywell International Inc.,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,HSY,The Hershey Company,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,GGG,Graco Inc.,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,GNTX,Gentex Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,FTNT,"Fortinet, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,EA,Electronic Arts Inc.,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,EBAY,eBay Inc.,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,EW,Edwards Lifesciences Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,DECK,Deckers Outdoor Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,CNR,"Cornerstone Building Brands, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,CL,Colgate-Palmolive Company,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,CLX,The Clorox Company,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,CHE,Chemed Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,CE,Celanese Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,BIO,"Bio-Rad Laboratories, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,BHP,BHP Group,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,ATHM,Autohome Inc.,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,AME,"AMETEK, Inc.",Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/29/2021,07/23/2021,GOOGL,Alphabet Inc.,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/16/2021,07/23/2021,AA,"Alcoa Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 10/15/2021 </div>",Stock Option,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/16/2021,07/23/2021,AA,"Alcoa Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $26.00 <br> <em>Expires:</em> 10/15/2021 </div>",Stock Option,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/16/2021,07/23/2021,AA,Alcoa Corporation,Stock,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/16/2021,07/23/2021,AA,Alcoa Corporation,Stock,"$100,001 - $250,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/12/2021,07/23/2021,CLF,"Cleveland-Cliffs Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $16.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/12/2021,07/23/2021,CLF,"Cleveland-Cliffs Inc. <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/12/2021,07/23/2021,CLF,Cleveland-Cliffs Inc.,Stock,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,03/11/2021,07/23/2021,ADP,"Automatic Data Processing, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $175.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/27/2021,07/23/2021,CALX,"Calix, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/27/2021,07/23/2021,CALX,"Calix, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/27/2021,07/23/2021,CALX,"Calix, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/26/2021,07/23/2021,QQQ,"Invesco QQQ Trust <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $285.00 <br> <em>Expires:</em> 03/18/2022 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/21/2021,07/23/2021,CSX,"CSX Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $80.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/21/2021,07/23/2021,ECOM,"ChannelAdvisor Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 12/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/20/2021,07/23/2021,MSFT,"Microsoft Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $205.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/20/2021,07/23/2021,FB,"Facebook, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $225.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/19/2021,07/23/2021,ECOM,"ChannelAdvisor Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/19/2021,07/23/2021,CLF,"Cleveland-Cliffs Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $17.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/19/2021,07/23/2021,CLF,"Cleveland-Cliffs Inc. <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/19/2021,07/23/2021,CLF,Cleveland-Cliffs Inc.,Stock,"$50,001 - $100,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/19/2021,07/23/2021,AA,Alcoa Corporation,Stock,"$50,001 - $100,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/16/2021,07/23/2021,ECOM,"ChannelAdvisor Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 12/17/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/16/2021,07/23/2021,ECOM,ChannelAdvisor Corporation,Stock,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/14/2021,07/23/2021,ADBE,"Adobe Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $400.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/14/2021,07/23/2021,FCX,Freeport-McMoRan Inc.,Stock,"$15,001 - $50,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/12/2021,07/23/2021,SSYS,"Stratasys Ltd. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $22.50 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/08/2021,07/23/2021,CALX,"Calix, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/07/2021,07/23/2021,CALX,"Calix, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 10/15/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/07/2021,07/23/2021,OXY,"Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 11/19/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/07/2021,07/23/2021,OXY,"Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $29.00 <br> <em>Expires:</em> 11/19/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/07/2021,07/23/2021,OXY,"Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $29.00 <br> <em>Expires:</em> 11/19/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/07/2021,07/23/2021,OXY,Occidental Petroleum Corporation,Stock,"$50,001 - $100,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
Thomas H Tuberville,04/05/2021,07/23/2021,INTC,"Intel Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $50.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,"$1,001 - $15,000",Thomas H Tuberville,Thomas,Tuberville,Thomas Tuberville
