,title,release_date,production_budget,domestic_gross,worldwide_gross,genre,story_source,creative_type,production_method,production_company,MPAA_Rating,runtime,opening_theater_count,max_theater_count,avg_run_per_theater,actors,directors
84,Aladdin,"May 22, 2019","$182,000,000","$355,559,216","$1,050,693,953",Adventure,All Time Domestic Box Office for Remake Movies,Fantasy,Animation/Live Action,Walt Disney Pictures,PG,128 minutes,"4,476","4,476",8.0 weeks,Mena Massound | Naomi Scott | Will Smith | Marwan Kenzari | Navid Negahban,Guy Ritchie
85,Thor: Ragnarok,"Oct 25, 2017","$180,000,000","$315,058,289","$853,958,289",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Marvel Studios,PG-13,130 minutes,"4,080","4,080",6.5 weeks,Chris Hemsworth | Tom Hiddleston | Cate Blanchett | Idris Elba | Jeff Goldblum | Tessa Thompson | Karl Urban | Mark Ruffalo | Anthony Hopkins,Taika Waititi
86,"The Chronicles of Narnia: The Lion, the Witch a…","Dec 9, 2005","$180,000,000","$291,710,957","$720,539,572",Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,Walt Disney Pictures,PG,140 minutes,"3,616","3,616",8.7 weeks,Georgie Henley | Skandar Keynes | William Moseley | Anna Popplewell | Tilda Swinton | Liam Neeson,Andrew Adamson
87,Maleficent,"May 28, 2014","$180,000,000","$241,407,328","$758,536,735",Adventure,Spin-Off,Fantasy,Live Action,Roth Films,PG,97 minutes,"3,948","3,948",7.4 weeks,Angelina Jolie,Robert Stromberg
88,Fantastic Beasts and Where to Find Them,"Nov 14, 2016","$180,000,000","$234,037,575","$802,402,853",Adventure,Spin-Off,Fantasy,Animation/Live Action,Warner Bros.,PG-13,133 minutes,"4,144","4,144",6.4 weeks,Eddie Redmayne | Ezra Miller | Ron Perlman | Colin Farrell | Dan Fogler | Samantha Morton | Alison Sudol | Carmen Ejogo | Katherine Waterston,David Yates
89,WALL-E,"Jun 27, 2008","$180,000,000","$223,808,164","$532,508,025",Adventure,Original Screenplay,Science Fiction,All Time Domestic Box Office for Digital Animation Movies,Disney-Pixar,G,100 minutes,"3,992","3,992",7.8 weeks,Ben Burtt,Andrew Stanton
90,Rush Hour 3,"Aug 10, 2007","$180,000,000","$140,125,968","$256,585,882",Action,Original Screenplay,Contemporary Fiction,Live Action,New Line Cinema,PG-13,91 minutes,"3,778","3,778",6.2 weeks,,
91,The Legend of Tarzan,"Jun 27, 2016","$180,000,000","$126,643,061","$348,902,025",Adventure,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Warner Bros.,PG-13,110 minutes,"3,561","3,561",4.8 weeks,Alexander SkarsgÃ¥rd | Margot Robbie,David Yates
92,Hugo,"Nov 23, 2011","$180,000,000","$73,864,507","$180,047,784",Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,GK Films,PG,126 minutes,"1,277","1,277",6.9 weeks,Ben Kingsley | Sacha Baron Cohen | Asa Butterfield | Chloe Grace Moretz* | Jude Law,Martin Scorsese
93,Valerian and the City of a Thousand Planets,"Jul 20, 2017","$180,000,000","$40,479,370","$215,098,356",Adventure,Based on Comic/Graphic Novel,Science Fiction,Animation/Live Action,EuropaCorp,PG-13,129 minutes,"3,553","3,553",3.1 weeks,Dane DeHaan | Cara Delevingne,Luc Besson
94,Jupiter Ascending,"Feb 6, 2015","$179,000,000","$47,482,519","$181,982,519",Action,Original Screenplay,Science Fiction,Live Action,Warner Bros.,PG-13,127 minutes,"3,885","3,885",3.5 weeks,Channing Tatum | Mila Kunis,The Wachowskis* | The Wachowskis*
95,Mission: ImpossibleâFallout,"Jul 16, 2018","$178,000,000","$220,159,104","$787,456,552",Action,Based on TV,Contemporary Fiction,Live Action,Skydance Productions,PG-13,147 minutes,"4,386","4,386",6.4 weeks,Tom Cruise | Henry Cavill | Ving Rhames | Simon Pegg | Rebecca Ferguson | Sean Harris | Angela Bassett | Michelle Monaghan | Alec Baldwin,Christopher McQuarrie
96,X-Men: Apocalypse,"May 18, 2016","$178,000,000","$155,442,489","$542,537,546",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Twentieth Century Fox,PG-13,136 minutes,"4,150","4,150",4.2 weeks,James McAvoy | Michael Fassbender | Jennifer Lawrence,Bryan Singer
97,The Meg,"Aug 9, 2018","$178,000,000","$145,443,742","$529,530,715",Action,Based on Fiction Book/Short Story,Science Fiction,Live Action,Warner Bros.,PG-13,113 minutes,"4,118","4,118",6.5 weeks,Jason Statham | Li Bingbing | Rainn Wilson | Ruby Rose | Winston Chao | Cliff Curtis,Jon Turteltaub
98,Edge of Tomorrow,"May 28, 2014","$178,000,000","$100,206,256","$370,541,256",Action,Based on Comic/Graphic Novel,Science Fiction,Live Action,Warner Bros.,PG-13,136 minutes,"3,490","3,490",5.1 weeks,Tom Cruise | Emily Blunt,Doug Liman
99,Captain Marvel,"Mar 6, 2019","$175,000,000","$426,829,839","$1,128,274,794",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Animation/Live Action,Marvel Studios,PG-13,124 minutes,"4,310","4,310",7.9 weeks,Brie Larson | Samuel L. Jackson | Ben Mendelsohn | Djimon Hounsou | Lee Pace | Lashana Lynch | Gemma Chan | Annette Bening | Clark Gregg,Anna Boden | Ryan Fleck
100,The Jungle Book,"Apr 7, 2016","$175,000,000","$364,001,123","$962,854,547",Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,Walt Disney Pictures,PG,105 minutes,"4,028","4,028",8.1 weeks,Bill Murray | Ben Kingsley | Idris Elba | Lupita Nyong'o | Scarlett Johansson | Giancarlo Esposito | Christopher Walken | Neel Sethi,Jon Favreau
101,Inside Out,"Jun 12, 2015","$175,000,000","$356,461,711","$857,561,711",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Disney-Pixar,PG,95 minutes,"3,946","3,946",8.9 weeks,Amy Poehler | Phyllis Smith | Bill Hader | Lewis Black | Mindy Kaling,Pete Docter
102,Spider-Man: Homecoming,"Jul 5, 2017","$175,000,000","$334,201,140","$880,166,350",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Marvel Studios,PG-13,133 minutes,"4,348","4,348",8.0 weeks,"Tom Holland | Michael Keaton | Zendaya | Jon Favreau | Marisa Tomei | Robert Downey, Jr.",Jon Watts
103,Suicide Squad,"Aug 2, 2016","$175,000,000","$325,100,054","$746,059,887",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Animation/Live Action,Warner Bros.,PG-13,123 minutes,"4,255","4,255",7.4 weeks,Will Smith | Jared Leto | Margot Robbie | Joel Kinnaman | Viola Davis | Jai Courtney | Jay Hernandez | Adewale Akinnuoye-Agbaje | Ike Barinholtz | Scott Eastwood | Cara Delevingne | Karen Fukuhara | Adam Beach,David Ayer
104,Up,"May 28, 2009","$175,000,000","$293,004,164","$731,463,377",Adventure,Original Screenplay,Fantasy,All Time Domestic Box Office for Digital Animation Movies,Walt Disney Pictures,PG,89 minutes,"3,766","3,766",7.8 weeks,Ed Asner* | Jordan Nagai,Pete Docter
105,Coco,"Oct 27, 2017","$175,000,000","$209,726,015","$807,126,015",Musical,Based on Folk Tale/Legend/Fairytale,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Disney-Pixar,PG,105 minutes,"3,987","3,987",7.0 weeks,Anthony Gonzalez | Gael Garcia Bernal | Benjamin Bratt,Lee Unkrich
106,Ralph Breaks The Internet,"Nov 21, 2018","$175,000,000","$201,091,711","$529,291,711",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Walt Disney Pictures,PG,112 minutes,"4,017","4,017",7.6 weeks,John C. Reilly | Sarah Silverman,Rich Moore | Phil Johnston
107,Monsters vs. Aliens,"Mar 27, 2009","$175,000,000","$198,351,526","$381,687,380",Adventure,Based on Comic/Graphic Novel,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,DreamWorks Animation,PG,95 minutes,"4,104","4,104",7.4 weeks,,
108,Cars 3,"Jun 16, 2017","$175,000,000","$152,901,115","$383,541,369",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Disney-Pixar,G,109 minutes,"4,256","4,256",5.7 weeks,Owen Wilson | Cristela Alonzo | Armie Hammer,Brian Fee
109,G.I. Joe: The Rise of Cobra,"Aug 7, 2009","$175,000,000","$150,201,498","$302,469,017",Action,Based on Toy,Contemporary Fiction,Animation/Live Action,di Bonaventura Pictures,PG-13,118 minutes,"4,007","4,007",6.2 weeks,Adewale Akinnuoye-Agbaje | Christopher Eccleston | Joseph Gordon-Levitt | Byung-hun Lee | Sienna Miller | Rachel Nichols | Ray Park | Said Taghmaoui | Channing Tatum | Dennis Quaid,Stephen Sommers
110,Wild Wild West,"Jun 30, 1999","$175,000,000","$113,805,681","$221,229,335",Adventure,Based on TV,Historical Fiction,Live Action,Peters Entertainment,PG-13,107 minutes,"3,342","3,342",5.9 weeks,Will Smith | Kevin Kline | Salma Hayek,Barry Sonnenfeld
111,The Mummy: Tomb of the Dragon Emperor,"Aug 1, 2008","$175,000,000","$102,491,776","$405,760,225",Adventure,All Time Domestic Box Office for Remake Movies,Fantasy,Live Action,Universal Pictures,PG-13,111 minutes,"3,760","3,760",4.7 weeks,,
112,Evan Almighty,"Jun 22, 2007","$175,000,000","$100,289,690","$174,131,329",All Time Domestic Box Office for Comedy Movies (Rank 101-200),Original Screenplay,Fantasy,Live Action,Relativity Media,PG,96 minutes,"3,604","3,604",5.2 weeks,,
113,Waterworld,"Jul 28, 1995","$175,000,000","$88,246,220","$264,246,220",Action,Original Screenplay,Science Fiction,Live Action,Universal Pictures,PG-13,135 minutes,"2,268","2,268",7.9 weeks,,
114,King Arthur: Legend of the Sword,"May 11, 2017","$175,000,000","$39,175,066","$139,630,336",Adventure,Based on Folk Tale/Legend/Fairytale,Fantasy,Live Action,Weed Road Pictures,PG-13,126 minutes,"3,702","3,702",3.3 weeks,Charlie Hunnam,Guy Ritchie
115,47 Ronin,"Dec 6, 2013","$175,000,000","$38,362,475","$151,716,815",Action,Original Screenplay,Fantasy,Live Action,Relativity Media,PG-13,127 minutes,"2,689","2,689",2.8 weeks,Keanu Reeves,Carl Rinsch
116,Jurassic World: Fallen Kingdom,"Jun 6, 2018","$170,000,000","$417,719,760","$1,305,772,799",Action,Based on Fiction Book/Short Story,Science Fiction,Live Action,Universal Pictures,PG-13,128 minutes,"4,475","4,475",6.8 weeks,Chris Pratt | Bryce Dallas Howard,J.A. Bayona*
117,Guardians of the Galaxy,"Jul 31, 2014","$170,000,000","$333,172,112","$772,772,112",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Animation/Live Action,Marvel Studios,PG-13,121 minutes,"4,080","4,080",9.1 weeks,Chris Pratt | Zoe Saldana | Dave Bautista | Vin Diesel | Bradley Cooper,James Gunn
118,Iron Man 2,"May 7, 2010","$170,000,000","$312,433,331","$621,156,389",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Paramount Pictures,PG-13,125 minutes,"4,380","4,380",6.2 weeks,"Robert Downey, Jr. | Gwyneth Paltrow | Don Cheadle | Scarlett Johansson | Mickey Rourke",Jon Favreau
119,Captain America: The Winter Soldier,"Mar 28, 2014","$170,000,000","$259,746,958","$714,401,889",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Marvel Studios,PG-13,135 minutes,"3,938","3,938",7.0 weeks,Chris Evans | Scarlett Johansson | Sebastian Stan | Robert Redford | Samuel L. Jackson,Anthony Russo | Joe Russo
120,Dawn of the Planet of the Apes,"Jul 9, 2014","$170,000,000","$208,545,589","$710,644,566",Adventure,All Time Domestic Box Office for Remake Movies,Science Fiction,Animation/Live Action,Chernin Entertainment,PG-13,130 minutes,"3,967","3,967",5.5 weeks,Andy Serkis,Matt Reeves
121,The Polar Express,"Nov 10, 2004","$170,000,000","$187,224,605","$311,365,187",Adventure,Based on Fiction Book/Short Story,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Playtone,G,92 minutes,"3,650","3,650",9.6 weeks,Tom Hanks,Robert Zemeckis
122,Snow White and the Huntsman,"May 30, 2012","$170,000,000","$155,136,755","$401,021,746",Adventure,Based on Folk Tale/Legend/Fairytale,Fantasy,Live Action,Roth Films,PG-13,127 minutes,"3,773","3,773",5.4 weeks,Kristen Stewart | Charlize Theron | Chris Hemsworth,Rupert Sanders
123,Terminator 3: Rise of the Machines,"Jul 1, 2003","$170,000,000","$150,358,296","$433,058,296",Action,Original Screenplay,Science Fiction,Animation/Live Action,,All Time Domestic Box Office for R Movies,109 minutes,"3,504","3,504",5.4 weeks,,
124,Van Helsing,"May 7, 2004","$170,000,000","$120,150,546","$300,150,546",Action,Original Screenplay,Historical Fiction,Live Action,Sommers Company,PG-13,132 minutes,"3,575","3,575",5.2 weeks,,
125,Dumbo,"Mar 27, 2019","$170,000,000","$114,766,307","$347,866,307",Adventure,All Time Domestic Box Office for Remake Movies,Kids Fiction,Animation/Live Action,Walt Disney Pictures,PG,130 minutes,"4,259","4,259",5.2 weeks,Colin Farrell | Michael Keaton | Danny DeVito | Eva Green,Tim Burton
126,Godzilla: King of the Monsters,"May 29, 2019","$170,000,000","$110,500,138","$383,299,915",Action,All Time Domestic Box Office for Remake Movies,Science Fiction,Live Action,Warner Bros.,PG-13,132 minutes,"4,108","4,108",4.2 weeks,Millie Bobby Brown,Michael Dougherty
127,Tomorrowland,"May 20, 2015","$170,000,000","$93,436,322","$206,627,518",Adventure,Original Screenplay,Science Fiction,Live Action,A113,PG,129 minutes,"3,972","3,972",4.5 weeks,George Clooney,Brad Bird
128,Alita: Battle Angel,"Feb 1, 2019","$170,000,000","$85,710,210","$402,971,268",Action,Based on Comic/Graphic Novel,Science Fiction,Animation/Live Action,20th Century Fox,PG-13,122 minutes,"3,790","3,790",4.6 weeks,Rosa Salazar | Christoph Waltz | Jennifer Connelly | Mahershala Ali | Ed Skrein | Jackie Earle Haley | Keean Johnson | Michelle Rodriguez | Lana Condor | Eiza GonzÃ¡lez,Robert Rodriguez
129,Alice Through the Looking Glass,"May 20, 2016","$170,000,000","$77,042,381","$276,928,112",Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,Walt Disney Pictures,PG,113 minutes,"3,763","3,763",3.7 weeks,Johnny Depp | Anne Hathaway | Mia Wasikowska | Helena Bonham Carter | Sacha Baron Cohen,James Bobin
130,Shrek Forever After,"May 21, 2010","$165,000,000","$238,736,787","$756,244,673",Adventure,Based on Fiction Book/Short Story,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,DreamWorks Animation,PG,93 minutes,"4,359","4,359",5.9 weeks,Mike Myers | Eddie Murphy | Cameron Diaz | Antonio Banderas,Mike Mitchell
131,Doctor Strange,"Oct 24, 2016","$165,000,000","$232,641,920","$676,404,566",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Animation/Live Action,Marvel Studios,PG-13,115 minutes,"3,882","3,882",6.3 weeks,Benedict Cumberbatch | Chiwetel Ejiofor | Rachel McAdams | Benedict Wong | Mads Mikkelsen | Tilda Swinton,Scott Derrickson
132,Big Hero 6,"Oct 25, 2014","$165,000,000","$222,527,828","$652,127,828",Adventure,Original Screenplay,All Time Domestic Box Office for Super Hero Movies,All Time Domestic Box Office for Digital Animation Movies,Walt Disney Animation Studios,PG,108 minutes,"3,761","3,761",8.7 weeks,Scott Adsit | Ryan Potter,Don Hall | Chris Williams
133,How to Train Your Dragon,"Mar 26, 2010","$165,000,000","$217,581,232","$494,870,992",Adventure,Based on Fiction Book/Short Story,Fantasy,All Time Domestic Box Office for Digital Animation Movies,DreamWorks Animation,PG,91 minutes,"4,055","4,055",8.2 weeks,Jay Baruchel,Chris Sanders | Dean DeBlois
134,Wreck-It Ralph,"Nov 1, 2012","$165,000,000","$189,412,677","$496,511,521",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Walt Disney Animation Studios,PG,101 minutes,"3,752","3,752",8.5 weeks,John C. Reilly | Sarah Silverman | Jack McBrayer | Jane Lynch | Alan Tudyk | Mindy Kaling | Joe Lo Truglio | Ed O'Neill | Dennis Haysbert,Rich Moore
135,Interstellar,"Nov 5, 2014","$165,000,000","$188,017,894","$665,270,476",Adventure,Original Screenplay,Science Fiction,Live Action,Syncopy,PG-13,165 minutes,"3,561","3,561",7.1 weeks,Matthew McConaughey,Christopher Nolan
136,Independence Day: Resurgence,"Jun 22, 2016","$165,000,000","$103,144,286","$384,169,424",Action,Original Screenplay,Science Fiction,Live Action,20th Century Fox,PG-13,119 minutes,"4,068","4,068",3.8 weeks,Liam Hemsworth | Jeff Goldblum | Bill Pullman,Roland Emmerich
137,Cowboys and Aliens,"Jul 29, 2011","$163,000,000","$100,368,560","$176,038,324",Action,Based on Comic/Graphic Novel,Science Fiction,Live Action,DreamWorks Pictures,PG-13,118 minutes,"3,750","3,750",4.9 weeks,Daniel Craig,Jon Favreau
138,Beauty and the Beast,"Mar 16, 2017","$160,000,000","$504,014,165","$1,263,521,126",Musical,All Time Domestic Box Office for Remake Movies,Fantasy,Animation/Live Action,Walt Disney Pictures,PG,123 minutes,"4,210","4,210",8.5 weeks,Emma Watson | Dan Stevens | Luke Evans | Kevin Kline | Josh Gad | Ewan McGregor | Stanley Tucci | Audra McDonald | Gugu Mbatha-Raw | Ian McKellen | Emma Thompson,Bill Condon
139,Spider-Man: Far From Home,"Jun 27, 2019","$160,000,000","$390,532,085","$1,131,927,996",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Columbia Pictures,PG-13,129 minutes,"4,634","4,634",7.1 weeks,Tom Holland | Samuel L. Jackson | Zendaya | Jake Gyllenhaal,Jon Watts
140,Aquaman,"Dec 6, 2018","$160,000,000","$335,061,807","$1,146,894,640",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Animation/Live Action,Warner Bros.,PG-13,143 minutes,"4,125","4,125",7.5 weeks,Jason Momoa | Amber Heard | Willem Dafoe | Patrick Wilson | Nicole Kidman | Dolph Lundgren | Yahya Abdul-Mateen II,James Wan
141,Shrek the Third,"May 17, 2007","$160,000,000","$322,719,944","$807,330,936",Adventure,Based on Fiction Book/Short Story,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,DreamWorks Animation,PG,92 minutes,"4,122","4,122",6.7 weeks,Mike Myers | Eddie Murphy | Cameron Diaz,Chris Miller
142,Inception,"Jul 16, 2010","$160,000,000","$292,576,195","$835,524,642",Thriller/Suspense,Original Screenplay,Science Fiction,Animation/Live Action,Warner Bros.,PG-13,147 minutes,"3,792","3,792",8.2 weeks,Leonardo DiCaprio | Joseph Gordon-Levitt | Ellen Page,Christopher Nolan
143,The Hunger Games: Mockingjay - Part 2,"Nov 18, 2015","$160,000,000","$281,723,902","$648,986,787",Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,Lionsgate,PG-13,136 minutes,"4,175","4,175",6.1 weeks,Jennifer Lawrence,Francis Lawrence
144,Fast and Furious 6,"May 24, 2013","$160,000,000","$238,679,850","$789,300,444",Action,Based on Factual Book/Article,Contemporary Fiction,Live Action,Universal Pictures,PG-13,130 minutes,"3,658","3,658",5.5 weeks,Vin Diesel | Michelle Rodriguez | Paul Walker | Dwayne Johnson | Jordana Brewster,Justin Lin
145,Godzilla,"May 14, 2014","$160,000,000","$200,676,069","$529,076,069",Action,All Time Domestic Box Office for Remake Movies,Science Fiction,Live Action,Legendary Pictures,PG-13,123 minutes,"3,952","3,952",5.2 weeks,Aaron Taylor-Johnson,Gareth Edwards
146,X-Men: First Class,"Jun 3, 2011","$160,000,000","$146,408,305","$355,408,305",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Marvel Studios,PG-13,132 minutes,"3,641","3,641",4.8 weeks,James McAvoy | Michael Fassbender | Jennifer Lawrence,Matthew Vaughn
147,The Curious Case of Benjamin Button,"Dec 25, 2008","$160,000,000","$127,509,326","$329,631,958",Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,Paramount Pictures,PG-13,167 minutes,"2,988","2,988",7.0 weeks,,
